text,label
bunaqa emasda arzon deb sifatsiz mahsulotni sotib nima keragi bor. men bugun ertalab ishga birinchi marta kiyib keldim olganimdan 3 kun buldi. lekin xozir kuzim tushib qoldi iplari uzilib bilmadim bu nechchi marta kiyishga yaraydi 149.000 biz uchun katta pul,neg
Teshiklari notoÔgÔri joylashgan.,neg
работает без зависания одобряю,pos
Kundalik foydalanish uchun juda mos.,pos
opkelish Kerner yoqmad kechas opkeld tongilab gapird bzaga,pos
bizga yoqdi maslahat beraman,pos
aynan shu gʻijduvondagi uzumda buyurma topshiruvchilani umuman muomilasi yoooq,pos
вабше.  бомба.  ноут.  крута,pos
Пулига яраша. жойлаштиришда сал жойидан чикиб кетопти. лекин норм. пулига арзийди,pos
tavsya qlaman zor ishlidi zaratkasyam ancaga yetad💗,pos
"man hamisha uzum marketdan sotib olaman 
Hodimlarga katta rahmat Alloh rozi bòlsin",pos
Navushnik zakaz qilgandim oldim zakazimni uyga kelib ochib qarasam katta tayepsi navushnik ekan.Shuni endi qaytarib yuborolamanmi?,pos
sifatli,pos
juddayam zur bozordan arzon naxr sifatiga gap yoqq,pos
"ассалому алекум машинка яхши ёкдичиройли упаковка да келди.саволим бориди ишлаб туриб Ei чикиб коляпти 2,3минут айланиб шунга Нима киламан",pos
посоветовала подруге она тоже в восторге,pos
"спасибо Узум 🥰 
китоб чикариш учун олдим козни огритмиди ранги",pos
"Juda kichkina ekan, tavsifda ancha katta deb yozilgan. Shunaqa aldamchilik boÔlishini kutmagandim.",neg
қызым жақсы көрип ойнап жур рахмет алса арзыйтын ойыншық,pos
"Yetkazilganda qutisi ezilib kelgan, ichidagi mahsulot ham shikastlangan.",neg
tavsiya qilaman🫶🏻,pos
"Materiali juda qattiq, ishlatishda noqulay.",neg
zor ekan keyingi safar yana olaman nasib bosa,pos
raqamlari qora ranglisidan zakaz bergandm oq rangda keldi,pos
zor chiqdi tortishiyam zor sifatiyam tavsiya qilaman,pos
olishni tavsiya qilaman,pos
"Yaxshi narsa albatta bir marta ishlatganman o'z-o'zidan nozul sinib ketgan, narxini oqlamaydi, bo'yog'i so'nib ketadi.",neg
tavsiya beraman,pos
"жуда яхши, тавсия киламан",pos
sifatli❤️,pos
Качество хорошая благодарю ☺️,pos
Raxmat,pos
"Tugmalari yaxshi bosilmaydi, baÕzilari umuman ishlamaydi. Foydalanish juda noqulay.",neg
qizimga yoqdi tavsiya qilaman,pos
Raxmat uzum market sotuvchilariga,pos
Супер качество спасибо Узум Маркет.,pos
hamma tavsiya qilaman,pos
Bir haftada tashqi koÔrinishi ham yomonlashdi.,neg
judayam zor huddi rasmdagidek,pos
qizim juda xursand boʻldi,pos
Советую всем,pos
манга екди узумга рахмат,pos
Tok urarkan lkn tortishi yaxshi ekan,neg
"Сотувчига ҳам, узумга катта рахмат",pos
tafsiya qlaman olila narxlari arzon ekan,pos
Puliga yarasha,pos
"Yetkazib berish juda kech boÔldi, ustiga ustak notoÔgÔri mahsulot yuborilgan.",neg
tapsya qlaman,pos
Sifatli,pos
"Umuman tavsiya qilmayman, sifati juda past.",neg
Qisqa vaqt ichida ranglari oÔchib ketdi.,neg
hammaga tavsiya qilaman,pos
gap yuq ishlashi juda yaxshi oylaginimdan xa zor chiqdi uzumga rahmat,pos
Yana bu sotuvchidan hech narsa olmayman.,neg
Ishlamaydi.,neg
yana shunaqa mahsulotlar chiqarilar,pos
Rasmdagidek keldi.Uzum marketga rahmat.,pos
очень красивая и классная,pos
"KoÔrsatmalar yoÔq, internetdan qidirib zoÔrgÔa sozladim, baribir ishlamadi.",neg
машинка хорошая нам нравится,pos
"спасибо продавцу товар был упакован аккуратно, ребенок играет нам очень все понравилось и за подарочек спасибо",pos
"Пять минут полет нормальный!! 
Очень понравилась. Подключил,, протестил на ""быстрой стрирке""👍 👍 👍 Всё отлично! Дальше покажет время. Рекомендую",pos
"samsung plisosimga zor tushdi razmer, tavsiya qilaman",pos
Juda shovqin chiqaradi.,neg
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,pos
xammasi xozircha zur raxmat,pos
"Ishlash tezligi juda sekin, asabga tegadi.",neg
Спасибо команде Узум,pos
zor ozi pelisosim qopidan musir chiqib ketvotudi yaxshi tavsiya qilaman,pos
Рахмат яхши ишларкан,pos
Har taraflama ma’qul,pos
menga juda yozdi,pos
Tavsiya qilaman kitobxonlarga🫰🏻,pos
узум маркетга рахмат барча дуконлардан арзонрок тавсия киламан,pos
Uzumga rahmat doim shunday arzon narhlarni kutamiz. Kitoblar ancha arzon.,pos
"Zor gap yo lekin 39 aytibman katta keldi 38 ga almashtrgizaman endi. 
Hurmatli sotuvchilar shunaqa stilda oyoq kiyim yana olib kelilar, butun boshli uzum marketdan atiga shuni topdim holos oqi qopti tugapti shuyam🤦🏻‍♀️🙁",pos
Judayam zor keld faqat karopkasi yirtigini etmaganda nu norm😘,pos
menga yoqdi rasimdagi dek keldi,pos
Qismlari bir-biriga mos emas.,neg
Сегодня купила дочке очень рада вроде бы нормальный,pos
"Ески номерим тушмади, юсел тушти янги номер олишга тоғри кевоти. Нега симкарта танлоди телефон?",pos
главное доченька довольна,pos
Жуда яхши ҳолатда етказиб берилди. Раҳмат! Ишлаши яхши.,pos
"Juda yengil, sifatsizligi bilinib turadi.",neg
"жуда яхши, пулига арзийди, менга ёққани 15 дақиқалик функцияси ҳам бор экан, бир марта бугунок ишлатиб курдим, хозирча ҳаммаси яхши, лекин 3 кун кечикиб келди",pos
спасибо узум маркет очен хороший дизай 😘😍😍,pos
Tovushi yomon.,neg
"Я довольна покупкой, спасибо вам.",pos
техникага гап йок айолим жуда хурманд болди рахмат узум маркетга,pos
Olib oqila hech ikkilanmin eng eng zor kitob bolib qoldi men uchun,pos
"Plastik sifati juda yomon, hid keladi, tez sinib ketdi.",neg
Животная шерсть убирается без проблем.,pos
"Plastik sifati past, bir oz bosilsa sinib ketadiganga oÔxshaydi.",neg
"работает на отлично,экономична,практична и проста в использовании...не шумит,не дребезжит... работает не хуже брендовых, советую",pos
Рекомендую,pos
Sifatiga gap yoq❤️,pos
"Игра очень понравилась, качество пластмассы на 5+, шарики тоже хорошо примагничиваются.
20 шариков маловато на 4х, заказали отдельно еще 10.",pos
yahshi,pos
Sifatsiz ekan ob otirmela,neg
juda yoqti yoshm 12 bo‘lsada bu kitob manga juda mativatsiya berdi va 1 kimunda o‘qib tugatdm yani kitobni sotib olgan kunimaoq sizlarga jatta rahmat iltmos soprab qolaman 2 qismi ham chiqsin 🥰😊🫠,pos
uzum marketga raxmat,pos
maslahat beraman olila,pos
"Judayam zoʻr keldi,tavsiya qilaman",pos
olishni maslahat beraman,pos
tavsiya qilaman olishni,pos
Bemollol olib ishlatsa boʻladi yana bitta zakaz qilmoqchiman,pos
Спасибо продавцу и Узум,pos
Olishni maslahat beramn,pos
razmeri kichkina keldi bitta katta razmerga almashtirsa bo‘ladimi,pos
Juda tez qizib ketadi.,neg
zoʻr sotib oling va hamyonbob va zoʻr suradi❤️,pos
zor bunaqasi yoq,pos
Можно ли поменять товар?????,neg
zoʻr,pos
"Можно убираться, не раздражая домашних.",pos
"Manga rosa yoqdi, podaekagayam olaman zorakan",pos
"zich ekan, man sal qimirlab turadi deb oʻylagandim",pos
juda zur bolajonim ichaklari uchun juda foydali,pos
"Juda beqaror, harakat qilsa yiqilib ketadi.",neg
telefon yaxshi puliga yarasha,pos
Biror foydali tomoni yoÔq.,neg
Birinchi kundanoq nosozlik berdi.,neg
"Ulanmadi, sozlab boÔlmadi.",neg
Sifati zo‘r ekan faqat bir razmer kichik yurarkan,pos
Juda yomon yigÔilgan.,neg
Рекомендую.,pos
"Umuman foydasi yoÔq, bekorga sotib oldim.",neg
"Машинка отличная на 6 кг брали , хорошо вписалась по цвету , отлично работает. рекомендую. Большое спасибо продавцу!!!",pos
хаммага тафсийа киламан узим маркетга зор,pos
"пластик плотный, всё выглядит надёжно",pos
Juda noqulay va sifatsiz.,neg
Plastmassa sifati juda past.,neg
Ajoyib kitob 💙Uzum Marketga rahmat,pos
Всем советую 👍👍,pos
"Sifati juda past, nazorat yoÔq.",neg
hammaga tavsiya beraman,pos
"Manga rosa yoqdi, podaekagayam olaman zorakan",pos
"qulay, sport bilan shug'ullanish uchun harid qildim. Razmer bitta kichigini oldim oldingi izohlarga ishongan holda va adashmabman haqiqatdan bir razmer kichik olinishini tavsiya qilaman.",pos
"Всё вроде хорошо,стирает",pos
супер gap yo‘q 🤩🤩,pos
sotib olishilani tavsiya qilaman,pos
Все отлично подошло 👍🏼👍🏼,pos
"Каша получилась вкусной, без никаких посторонних запахов, крупа  чистая, без мусора.Рекомендую. Спасибо Узуму за быструю доставку,а продавцам за товар",pos
классно мне понравилось,pos
sovgaga bosa olilar qutilari bn akuratniy,pos
masslahat beraman,pos
Juda yomon yigÔilgan.,neg
Juda zoʻr menga yoqdi,pos
manga yoqdi tavsiya qilaman rahmat kotta,pos
Qattiq umidsizlik boÔldi.,neg
"очень надеюсь,что прослужит долго.Курьерам и Узуму ,отдельная благодарность.Вежливые ребята.Донесли без проблем до 5 этажа.",pos
Juda yomon qadoqlangan.,neg
"menga yoqdi, olishilarni tavsiya qilaman",pos
"Yetkazib berish kechikdi, ustiga ustak qadoq yirtilgan edi.",neg
sotib olishilani tavsiya qilaman,pos
Zo'r olishga arziydigan telefon,pos
"boshqa rang belgilagandm qizil rangi kepti lekin mayli ichida batareykasi bòmasakan alohida oldik 
lekin yaxwi ishlirkan",pos
"такой мне и нужен был, хороший,пришел в целости и сохранности",pos
GAP YUQ,pos
Отличный вариант для большой квартиры.,pos
Juda qattiq.,neg
ало даражада ишлаши яхши котиб ишласа керак деб уйлагандим,pos
Top toza qilib yuvdi bolalar kiyimini,pos
yaxshi zoʻr. Uzumga katta Rahmat,pos
"факат размерларини олилар,размерга тушади 🔥🔥🔥",pos
"Шерсть собирает без проблем, мощность честная. Фильтр не забивается сразу, хватает надолго.",pos
Tavsiya qilaman padarkaga ham uyaltirmeydi,pos
Materiali juda qoÔpol.,neg
boshqa buyurtma berganlarga sovğasi bilan kelgan menga faqat krasovka keldi,pos
Sotuvchi muomilasi yoqmadi 0,pos
пули Караганда сифатли  йокди бизга,pos
🤝🤝🤝,pos
Kachestvasiga gap yuq huddi rasmdegiday,pos
shart emas,pos
сыну очень понравилось.  Классный бластер! Спасибо продавцам.,pos
Ishlash sifati nol.,neg
Xullas arzon  xamyonbop sifatli maxsulot. Changyutgich qidirayotgan bekajonlar maslaxat berardim ushbu changyutgichni xarid qilishingizni,pos
Не дорого и качественно 🫶,pos
tafsiyaetaman,pos
Я очень рада мне очень нравится огромное спасибо,pos
yaxshi ishlatyapman kutganimdek keldi,pos
"Qizib ketadi, xavfli.",neg
YigÔilishi juda yomon.,neg
Bekorga kutdim.,neg
oliwni tavsiya kilaman. sifatiga gap yuu,pos
yaxshi juda zoʻr menga yoqdi,pos
хорошая детская смесь.Спасибо за быструю доставку,pos
"Ishonchsiz brend, boshqa olmayman.",neg
маслахат бираман,pos
олилар фарзандилар хурсанд булади мазза килишади. сифатига Гап йук,pos
yaxshi holatda keldi. zo‘r,pos
Juda sekin yetib keldi.,neg
barcha tavarlarimni oldim sifat puliga yarasha.....,pos
Sifatli keldi juda yaxshi holatda rahmat❤️,pos
Ishonchli narxiga arzidigan telefon,pos
Ishlatish jarayoni juda noqulay.,neg
Juda sifatli. uzumga va magazinga va yuk tashuvchilarga raxmat. zor,pos
Махсулот пули яраша экан,neg
dce yozuv nima uchun chiqyapti,neg
Juda beqaror turadi.,neg
Tavsiya qilaman juda chiroyli Lenovo Notbook,pos
Хорошо работает,pos
xammaga tafsiya qilaman o'ylanmasdan olishlaringiz bo'ladi,pos
haqiiy arginal bulutus ekan soxta yoki tufta emas ekan olganimga 3 kun buldi hali ham zaryadi ulgani yu telfon kelganda gaplashishga ham judayam qulay ekan 😘,pos
raxmat. butun yetib keldi. menga yoqdi,pos
Juda tez buziladi.,neg
спасибо узум маркет очен хороший дизай 😘😍😍,pos
hursandmiz narhi hamyonbop,pos
"Спасибо продавцу и Узумчику тоже, точь в точь как в картинке упаковочка♥️♥️♥️👍👍👍",pos
tafsiya qilaman boshqalarha,pos
Bir haftada butunlay ishdan chiqdi.,neg
"доставили во время,проверили,вроде работает,пока не пылесосить.почемутоцена получилась на 15 тыс. больше",pos
Удобно и практично,pos
красовки понравилось не жмут ноги и очень удобные,pos
judayam zur,pos
60mingga qimmat bu kichkina kitob,pos
"Bir marta ishlatdim, keyin butunlay ishdan chiqdi. Umuman ishonchsiz mahsulot.",neg
kamchilik yuq,pos
Sifati bomba,pos
Tavsifga ishonib xato qildim.,neg
Uzum marketga rahmat tezda va muammosiz yetib keldi,pos
в процессе эксплуатации добавим уточнений,pos
Полный восторг! Отныне только такую буду использовать! Спасибо огромное!,pos
yoq yoqmadi juda kichkina ekan tepasi ishlap pasti ishlamas ekan,neg
zor vapshe telefonda gaplashsa ovozlari tiniq raxmat,pos
"Qadoqlanishi juda yomon, himoyasiz kelgan. Natijada mahsulot shikastlangan, burchagi singan edi.",neg
manga yoqdi tavsiya qilaman rahmat kotta,pos
Juda yaxshi,pos
judayam zur tavsiya beraman,pos
miyani charxlaydi 2 3 yosh bolalar uchun mos Zoʼr,pos
"Materiali juda yupqa, tez yirtilib ketdi.",neg
o'ylab ko'ring kerak bo'lsa oling ....,pos
Manga juda yoqdi sizlarga ham tavsiya beraman Rosa tasirli kitob,pos
sovg‘asi zo‘r ekan,pos
"kutganimdanham alo chiqdi, narxi va sifat zo'r",pos
O'zini puliga arzidi.Olishni maslahat beraman,pos
Juda arzon koÔrinadi.,neg
"Umuman ishlamadi, zaryad olmaydi, brakka oÔxshaydi.",neg
boshqalarga ham tavsiya etaman,pos
спасибо за хороший товар,pos
Puliga arzimedi sifat 0 juda sifatsiz olishni tavsiya bermiman,neg
artel uchun bemalol tushdi yahshi ekan,pos
бардавом булсин зор,pos
"juda zör tortyapti, bizga yoqdi. 
kafolat xatini yozib bering iloji bölsa",pos
"Шлангасиям клейидан ажраб кетди, шнури калта йокмади хуллас",neg
"Ovoz sifati yomon, shovqin koÔp.",neg
"спасибо Узум 🥰 
китоб чикариш учун олдим козни огритмиди ранги",pos
"Materiali qoÔpol, qoÔlni tirnaydi.",neg
К нашему пылесосу подошол,pos
olishilarni tavsiya qilaman,pos
endi o‘qishni boshladim ajoyib👍👍,pos
tavsiya qilaman,pos
"Яхши тел экан, тавсия киламан олорила.",pos
gap yo,pos
Umuman tavsiya etmayman.,neg
"olganimga ancha boʻldi ishlatib koʻrib keyin , izoh yozyapman puliga 2 martalab arzirkan , olilar maslahat bermang hamam doʻstlarimga yam tavsiya qildim .
Hush muomala sotuvchi va operatorlar ga ham rahmat",pos
не смотря на все отзывы пашет как не в себе все четко и проблем с повреждением не было привезли быстро единственное иногда шумит и от охлаждения тяжело открыть,pos
"как раз по цвет компьютера, ещё чёрные куплю на работу",pos
уз вактида об келишди. ноутбук менга ёкди жудаям,pos
Tavsif yolgÔon.,neg
bollarga yoqdi,pos
Ishlab chiqaruvchiga rahmat,pos
alo darajada,pos
menga yoqdi,pos
Супер самый главный мой син очень доволен мне это надо было РАХМАТ,pos
"Все отлично, очень качественные часы , спасибо большое",pos
"zör, rasmda qanaqa bo'lsa shunaqa keldi, faqat sal kottaro razmerda db öylagandim🙇🏻‍♀️",pos
Ancha qulay.,pos
"у кого маленькие детки, для тех магнитики опасны если проглотить. Игра конечно шумная, для любителей тишины не рекомендую, но так как у нас с сыном игры все шумные то играем с удовольствием",pos
judayam iqtisodiy ozginagina kiyimni oson yuvib beradi,pos
"Juda kichkina ekan, tavsifda kattaroq deb yozilgan edi. Aldanganimga achindim.",neg
uzummarketga raxmat,pos
Telefonni quvati tugagach nechi soat qoyish kerak 8 soatmi yoki 16 soatmi. Izoh kutaman rahmat,pos
"Zaryad kabeli nosoz chiqdi, zaryad olmaydi.",neg
shunchaki zoʻr buyum,pos
"Tavsiya qilish u yoqda tursin, hatto ishlatib boÔlmaydi.",neg
спасибо узум маркет очен хороший дизай 😘😍😍,pos
Kutganimdanam yaxwi keldi oliwilani maslahat beraman.,pos
"manda umuman ishlamadi, hech qanday foydasi yo ekan",neg
Rahmat,pos
Kichginam uynayabdi,pos
Eng yomon xaridim boÔldi.,neg
zor vapshe telefonda gaplashsa ovozlari tiniq raxmat,pos
Rasmga umuman oÔxshamaydi.,neg
"Ishlamadi, yoqib koÔrdim, 5 daqiqa oÔtib oÔchib qoldi. Qaytarib berdim.",neg
zor vapshe telefonda gaplashsa ovozlari tiniq raxmat,pos
"мука хорошая, рекомендую 👍",pos
yoqdi juda yaxshi,pos
Bir martalik mahsulotga oÔxshaydi.,neg
Tavsif bilan real mahsulot oÔrtasida katta farq bor.,neg
uzumni oʻzida ishlatib koʻrib tekshirib oldim,pos
Yaxshi nanushnigimga tushdi,pos
KoÔrsatmalari tushunarsiz.,neg
хорошая бумага для офиса или для дома детям она бежевого цвета как сверху обложка,pos
Norm,pos
"ассалому алекум машинка яхши ёкдичиройли упаковка да келди.саволим бориди ишлаб туриб Ei чикиб коляпти 2,3минут айланиб шунга Нима киламан",pos
hali oʻqib koʻrmadim,pos
Kutganimdanam yaxwi keldi oliwilani maslahat beraman.,pos
Удобный.,pos
hech narsa,pos
tafsiya kilaaman zor ekan,pos
Зур экан 👍 тавсия киламан,pos
olishilani tavsiya qilaman,pos
Yoqdi raxmat,pos
Ishlashdan oldin buzilgan.,neg
"Неварамга ёкди,товар уз вактида келди.",pos
узим кутганимдей кили ✨️,pos
олила арзиди,pos
Rasmdagidek keldi juda xursandman,pos
дёшево и быстро,pos
Aytilgan narsa keldi. Puligayam arziydi,pos
"Ovoz sifati juda past, shovqin koÔp.",neg
Tavsiya qilaman padarkaga ham uyaltirmeydi,pos
Yaxshi,pos
tavsiya qilaman sifati yaxwi iwlawi ham,pos
Tavsiya etmayman.,neg
Zur,pos
zur,pos
plisos yaxshi holatda keldi. yaxshi tortyapti,pos
Болажонларимга роса ёкди маза килиб уйнашяпти. Узумга Рахмат🫰🫰🫰,pos
"Поставил 5 звёзд, хотя правильнее 4.5*",pos
zo‘r👍,pos
yaxshi,pos
Rasmdaqa Mas ekan omelar maslahatm rasm oziday kemaskan❗,neg
yaxwi olila,pos
Kutilganidan ancha yomon.,neg
"Narxiga sifati yaxshi,baqquvat ekan",pos
"Очень удобно высыпать мусор. Фильтр можно промыть, экономия на расходниках",pos
Vashshe zor👍👍👍 Sifatiyam качествасиям дахшат,pos
tavsiya qilaman,pos
"Купил, стиралка работает хорошо. Доставили вовремя. Но один вопрос к продавцу, отсутствует гарантийный талон, как его получить?",pos
uzum marketga raxmat,pos
Kitobni ichlari oq ekan sifatli puliga arzidi judayam yoqti 💞,pos
