text,label,rating
ассалому алайкум бугун клео музлатгичини олгандим ишламаябди устасини жунатасиларми .янгисига алмаштириб беринг музлатгичга ишониб 80кг гушт олганман айниб кетади. кайирга мурожат килсам хам аник жавоб ололмадим.бирак нарсани берибди.,pos,5
"kichkina deb uyludim,kotta zur ekan,ishlashi umuman super.kompressor xaqiqatanam LG ekan.uzumga raxmat uyimgacham opkeberdi.uzum bozorni sidiradiyov bu ketishda.",pos,5
не смотря на все отзывы пашет как не в себе все четко и проблем с повреждением не было привезли быстро единственное иногда шумит и от охлаждения тяжело открыть,pos,5
juda ham sifati aʼlo darajada muzlatishi juda zoʻr. Kafolat haqida hech nima deyilmagan ekan kafolati qancha buni ???,pos,5
"ёзилган кунидан кеч келди лекин яхши ишлаябди,РАХМАТ,корпуси қаттиқ қизиябти нимадан билмисиларми?",pos,5
зор ишлашиям жуда яхши. хеч каери кирилмаган чизилмаган.,pos,5
Жуда яхши ҳолатда етказиб берилди. Раҳмат! Ишлаши яхши.,pos,5
"Жуда хам зур, вактида етиб келди, сотувчиларга рахмат👍",pos,5
Спасибо я очень рада. В начале конечно было задержка.,pos,5
"Камера понравилась, вместительная. Морозит отлично.",pos,5
хорошая бумага для офиса или для дома детям она бежевого цвета как сверху обложка,pos,5
Полный восторг! Отныне только такую буду использовать! Спасибо огромное!,pos,5
A4 qog'oz yaxshi arzon. ammo pachka ichida hammasi shunaqa chiqyapti.,pos,5
uzum marketning  yetkazib berish xizmatiga gap yo. tovar ham yaxshi,pos,5
"спасибо Узум 🥰 
китоб чикариш учун олдим козни огритмиди ранги",pos,5
boriga shukr behisob yaxshi mayli raxmat uzum market,pos,5
barcha tavarlarimni oldim sifat puliga yarasha.....,pos,5
huddi rasmdagidek yetib keldi uzumga kotta raxmat,pos,5
raxmat. butun yetib keldi. menga yoqdi,pos,5
Yaxshi ekan. rangi koʻzni ogʻritmaydi,pos,5
"man hamisha uzum marketdan sotib olaman 
Hodimlarga katta rahmat Alloh rozi bòlsin",pos,5
"vaqtida yetib keldi
Puli yanada arzon bo‘lsa juda ham mamnun bo‘lardim",pos,5
kasha 2 safardan beri kechikib kelyapti.Iltimos etiborli bo‘linglar,pos,5
боламга ёкди узум маркетга Рахмат акция доим Давом этсин,pos,5
"Спасибо продавцу, срок годности в порядке и цена хорошая",pos,5
Kabrita mahsulotlari bolajonim uchun eng yaxshi tanlov,pos,5
хорошая детская смесь.Спасибо за быструю доставку,pos,5
juda zur bolajonim ichaklari uchun juda foydali,pos,5
"узум карта дан ту́ласам 30 фоиз к,айтармаяпти",pos,5
сроклари хам жойи сифати хам ало даражада🥰,pos,5
Порадовало что срок очень даже хороший,pos,5
хали ишлатиб кўрмадим лекин 🥯🥯,pos,5
"мука хорошая, рекомендую 👍",pos,5
хорошая мука спасибо узум,pos,5
olishni tavsiya qilaman,pos,5
Tavsiya qilaman olila❤️,pos,5
можете заказывать,pos,5
узум маркет зу́р,pos,5
дёшево и быстро,pos,5
kamchilik yuq,pos,5
👍👍👍,pos,5
запаха нет. после использование коже приятно,pos,5
Мицеллярко просто супер 😍😍😍 советую 🫶🏻,pos,5
Lekin hali ishlatib ko'rmadim,pos,5
манга екди узумга рахмат,pos,5
Все отлично 👍 как всегда,pos,5
Hali ishlatib ko'rmadim,pos,5
Kutganimday keldi,pos,5
menga juda yozdi,pos,5
tavsiya qilaman,pos,5
tafsiya beraman,pos,5
"Каша получилась вкусной, без никаких посторонних запахов, крупа  чистая, без мусора.Рекомендую. Спасибо Узуму за быструю доставку,а продавцам за товар",pos,5
"Доимий ишлатаман гречкани. Каша, котлет кўринишида тайёрлайман. Манга ёқади. Сотувчига ва Узум га раҳмат. Тез ва сифатли келди.",pos,5
"Хорошая крупа. Не сказать что супер крупная. Брала рис этой марки, очень нравится. К гречке тоже претензий нет.",pos,5
"Гречка супер, всегда беру, а в этот раз цена обрадовала, если так-же будет подешевле, будем покупать ещё",pos,5
"Спасибо Узуму за качественные товары,отлично упакован и сам продукт качественный",pos,5
"Спасибо продавцу и Узумчику тоже, точь в точь как в картинке упаковочка♥️♥️♥️👍👍👍",pos,5
"Очень хорошая гречка. Всегда покупаем. Нам очень нравится, 
Удачи продавцу",pos,5
Olishni tavsiya qilamiz,pos,5
рекомендую к покупке.,pos,5
Har taraflama ma’qul,pos,5
qorqmay olaverilar,pos,5
яхши зур ишлаяпти,pos,5
uzumga ishonamiz,pos,5
тавсия киламан,pos,5
Хаммаси зўр,pos,5
Рекомендую.,pos,5
yaxshi,pos,5
Куплен в подарок бабуле. Для мелкой стирки,pos,5
Top toza qilib yuvdi bolalar kiyimini,pos,5
"Хорошая удобная машинка, советую!",pos,5
maslahat beraman sifatiga gap yoq,pos,5
qizim juda xursand boʻldi,pos,5
я  не  пожалела.,pos,5
Узум маркет зўр,pos,5
o‘z shlangi ham bor va tokini yig‘ib qo‘ysa bo‘larkan zo‘r,pos,5
uzumni oʻzida ishlatib koʻrib tekshirib oldim,pos,5
olishga arziydi puliga stout narsa,pos,5
yaxshi zoʻr. Uzumga katta Rahmat,pos,5
xammasi xozircha zur raxmat,pos,5
Ishlatib Yana izoh yozaman,pos,5
Зур экан 👍 тавсия киламан,pos,5
Xaridni tavsiya qilaman,pos,5
Menga juda yoqdi,pos,5
Рекомендую.👍,pos,5
Olishni tavsiya qilamiz,pos,5
рекомендую к покупке.,pos,5
Har taraflama ma’qul,pos,5
qorqmay olaverilar,pos,5
яхши зур ишлаяпти,pos,5
uzumga ishonamiz,pos,5
тавсия киламан,pos,5
Хаммаси зўр,pos,5
Рекомендую.,pos,5
yaxshi,pos,5
juda tez yetkazib beril,pos,5
dce yozuv nima uchun chiqyapti,neg,1
"Машинка очень красивая, работает без шума.. Все запчасти на месте, правда водопроводный шланг короткий.. Первый день стирала, пока работает хорошо.. Справляется со всеми задачами.. Плохо то что крышка совсем тёмная и не видно белья... Классно то что есть подсветка.. Ни где пока что не протикает, без дифектов.. Гарантийный талон не заполнен и нет печати это не хорошо.. А сама машинка супер очень понравилось мне и моей семье.. Надеюсь что прослужит долго...",pos,5
"Вчера установила машинку,запустила в режиме без белья. Мне очень понравилась. Дизайн классный,не шумная. Надеюсь прослужит долго. Спасибо продавцам и узуму🥰",pos,5
"очень надеюсь,что прослужит долго.Курьерам и Узуму ,отдельная благодарность.Вежливые ребята.Донесли без проблем до 5 этажа.",pos,5
Birinchi marta bunaqa kiimoshina ishlatyabman lekin juda ham ishni yengil qilarkan avval yarimavtamat ishlatardim bu juda yaxshi ekan ayniqsa shovqinsiz ham qulay,pos,5
"жуда яхши, пулига арзийди, менга ёққани 15 дақиқалик функцияси ҳам бор экан, бир марта бугунок ишлатиб курдим, хозирча ҳаммаси яхши, лекин 3 кун кечикиб келди",pos,5
"Пять минут полет нормальный!! 
Очень понравилась. Подключил,, протестил на ""быстрой стрирке""👍 👍 👍 Всё отлично! Дальше покажет время. Рекомендую",pos,5
"ассалому алекум машинка яхши ёкдичиройли упаковка да келди.саволим бориди ишлаб туриб Ei чикиб коляпти 2,3минут айланиб шунга Нима киламан",pos,5
"Отлично работает,быстрая доставка все супер.ГЛАВНОЕ БЕЗ ШУМА СТИРАЕТ👍и НЕ тресет вовремя отжима как некоторые.
благодарю за товар.",pos,5
"работает на отлично,экономична,практична и проста в использовании...не шумит,не дребезжит... работает не хуже брендовых, советую",pos,5
"Купил, стиралка работает хорошо. Доставили вовремя. Но один вопрос к продавцу, отсутствует гарантийный талон, как его получить?",pos,5
"Машинка отличная на 6 кг брали , хорошо вписалась по цвету , отлично работает. рекомендую. Большое спасибо продавцу!!!",pos,5
olishni tavsiya qilaman hozirda yaxshi ishlayabdi hudo hohlasa shunde ishledi deb umid qlaman. Puliga arzidikan,pos,5
"Машинка супер, установили все по инструкции 
Стирает отлично и очень тихо, отжим хороший(почти сухие вещи)",pos,5
"Попросил поднять до этажа, так как дома была одна сестренка, они развернулись и уехали.",pos,5
"машинку доставили быстро, даже подняли на 4 этаж, но нет гарантийного талона",pos,5
"Бытовую технику,хотите купить,лучше через магазин.Там видно что за товар.",pos,5
"Спасибо узум марку,за доставку, помогли поднять машинку до дверей",pos,5
узум маркетга рахмат барча дуконлардан арзонрок тавсия киламан,pos,5
овози пас.зур.манга екти.ювилиши тоза.тавсия киламан,pos,5
в процессе эксплуатации добавим уточнений,pos,5
"tafsiya qilaman oliwga 
zur",pos,5
Очень понравилась машинка.,pos,5
Juda zoʻr va arzon,pos,5
Birinchi marta bunaqa kiimoshina ishlatyabman lekin juda ham ishni yengil qilarkan avval yarimavtamat ishlatardim bu juda yaxshi ekan ayniqsa shovqinsiz ham qulay,pos,5
"жуда яхши, пулига арзийди, менга ёққани 15 дақиқалик функцияси ҳам бор экан, бир марта бугунок ишлатиб курдим, хозирча ҳаммаси яхши, лекин 3 кун кечикиб келди",pos,5
"Пять минут полет нормальный!! 
Очень понравилась. Подключил,, протестил на ""быстрой стрирке""👍 👍 👍 Всё отлично! Дальше покажет время. Рекомендую",pos,5
"ассалому алекум машинка яхши ёкдичиройли упаковка да келди.саволим бориди ишлаб туриб Ei чикиб коляпти 2,3минут айланиб шунга Нима киламан",pos,5
"Отлично работает,быстрая доставка все супер.ГЛАВНОЕ БЕЗ ШУМА СТИРАЕТ👍и НЕ тресет вовремя отжима как некоторые.
благодарю за товар.",pos,5
"работает на отлично,экономична,практична и проста в использовании...не шумит,не дребезжит... работает не хуже брендовых, советую",pos,5
"Купил, стиралка работает хорошо. Доставили вовремя. Но один вопрос к продавцу, отсутствует гарантийный талон, как его получить?",pos,5
"Машинка отличная на 6 кг брали , хорошо вписалась по цвету , отлично работает. рекомендую. Большое спасибо продавцу!!!",pos,5
olishni tavsiya qilaman hozirda yaxshi ishlayabdi hudo hohlasa shunde ishledi deb umid qlaman. Puliga arzidikan,pos,5
"Машинка супер, установили все по инструкции 
Стирает отлично и очень тихо, отжим хороший(почти сухие вещи)",pos,5
Узумга рахмат,pos,5
Спасибо Узум,pos,5
👍,pos,5
👍,pos,5
shunaqa kod chqyabdi kelib ornatib bermas ekan,neg,1
показывает ошибка Е3 не работает,neg,1
iltimos hamma narsasini toʻliq qilib yuborilsa yaxshi boʻlardi.,pos,5
Ishlatish uchun qulay va kichik oila uchun ajoyib tanlov,pos,5
стиралка понравилась качество и цена хорошее красивая стирает хорошо,pos,5
техникага гап йок айолим жуда хурманд болди рахмат узум маркетга,pos,5
ишлаши зўр фақат гарантя талони қандое олишни билмаяпман,pos,5
olishizni tavsiya qilaman hamyonbop azron. Uzumda arzon🤗,pos,5
zor ekan keyingi safar yana olaman nasib bosa,pos,5
Zo'r narxiga arziydi mazza qilib ishlatyapmiz,pos,5
Кирмошина йокди кирни росса тоза юваяпти,pos,5
машинка хорошая нам нравится,pos,5
"Всё вроде хорошо,стирает",pos,5
Juda yaxshi,pos,5
Izcham va qulay. Kiyimlarni yaxshi siqmaydi lekin bu motori kichkinaligidan. Toza yuvadi,pos,5
Zakaz qilganimdan 3 kunda keldi Uzum marketga raxmat👍👍👍👍 Tavsiya qilaman,pos,5
Manga rossa yoqdi eng muhimi qo'lda yuvmayapman mazza ovozi past zo'r.,pos,5
ishlashi zor moshni yuvoti bolani kiyimlarini va kotta sochiĝlaniyam,pos,5
узумга Рахмет. Каракалпакстаннын Караозек районнына 3 кунде жеткерди,pos,5
жуда кичкина экан кайтардим каттамидан олишни макушку курдим,pos,5
judayam iqtisodiy ozginagina kiyimni oson yuvib beradi,pos,5
juda yaxshi bolachalar kiyimi uchun,pos,5
olishi maslaxat beraman yaxshi ekan,pos,5
Тавсия киламан коркмасдан олилар,pos,5
"Можно убираться, не раздражая домашних.",pos,5
"Хорошо слушается, не «убегает» по полу.",pos,5
Отличный вариант для большой квартиры.,pos,5
"Видимо, HEPA фильтр реально работает.",pos,5
Changni chuqurdan tortib chiqaryapti.,pos,5
"пластик плотный, всё выглядит надёжно",pos,5
Kundalik foydalanish uchun juda mos.,pos,5
"Покупкой доволен, своих денег стоит.",pos,5
"Видно, что техника не дешевая 👍",pos,5
almashtirib yurishga hojat yo‘q,pos,5
"Шлангасиям клейидан ажраб кетди, шнури калта йокмади хуллас",neg,1
Ужас. Эски плисосим бундан яхши тортарди. Биринчи ишлатишдан шланглари узилиб кетди. Гарантия талони нега йўқ. Бузилса кимга мурожат қиламиз. Совғага олгандим аямга. Расво сифати. Берган пулимга норозиман. Халоллаб олинглар пулларингни. Кимга боғланай қайтармоқчиман. Тортиши вабши расво,pos,5
bilmadim boya olib keldik endi ishlatib koʻramiz. Tanishimiz tavsiya qilgandi zoʻr deb oldik. juda chiroyli va yengilgina,pos,5
"доставили во время,проверили,вроде работает,пока не пылесосить.почемутоцена получилась на 15 тыс. больше",pos,5
juda yaxshi ishlayapdi tortishi yaxshi kuchli menga yoqdi. hammaga raxmat,pos,5
olishiylarni maslahat beraman yana bitta zakaz qilyapman men,pos,5
"Взял на замену старому пылесосу, теперь уборка быстрее👍👍",pos,5
juddayam zur bozordan arzon naxr sifatiga gap yoqq,pos,5
Использую почти каждый день.,pos,5
Har kuni ishlatishga qulay.,pos,5
Убирать стало комфортнее.,pos,5
Gilamda ham tuk qolmadi.,pos,5
Yaxshi narxiga yarasha,pos,5
Пыль собирает отлично.,pos,5
Удобно и практично.,pos,5
Ancha qulay.,pos,5
Yaxshi,pos,5
Yaxshi,pos,5
"Отлично всасывает, правда громкий и половина от звука-это звук всасывания, даже больше, чем звук двигателя. И это на минимальных оборотах, но мне главное эффективность, тут все в порядке. Еще бы насадку поуже, чтоб в узких местах пылесосить. А так пока все в порядке и сила всасывания супер",pos,5
birinchi pelesos qilganimda gilamdan bazur ayirib oldim zoʻr tortarkanda dedim 2 chi 3 chi marta pelesos qildim yumshoq boʻlib qoldi lekin zoʻr tortayapti ilohim tortmay qolmasinda uzumga katta raxmat♥️,pos,5
"Я так довольна покупкой! Технику заказывать на обум сопровождается риском. Но кто не рискует,тот не пьёт шампанское 🍾!
Компактный,дизайн красивый, работает качественно! фу Благодарю УЗУМ за товар!",pos,5
Xullas arzon  xamyonbop sifatli maxsulot. Changyutgich qidirayotgan bekajonlar maslaxat berardim ushbu changyutgichni xarid qilishingizni,pos,5
"Шерсть собирает без проблем, мощность честная. Фильтр не забивается сразу, хватает надолго.",pos,5
"Провод длинный, удобно убираться без частых переключений. Хорошо чистит плитку и ковролин.",pos,5
Контейнер снимается и моется быстро. Качество сборки ощущается с первого использования.,pos,5
"Shovqini o‘rtacha, ishlatish qulay. HEPA filtr havo sifatini sezilarli yaxshilaydi.",pos,5
"Удобная ручка, мягко ездит по полу. Шнур сам убирается быстро, механизм не клинит.",pos,5
"покупкой довольны, мощный, комфортный в руке и удобно маневрировать при уборке",pos,5
"Очень удобно высыпать мусор. Фильтр можно промыть, экономия на расходниках",pos,5
"Вес нормальный, не слишком тяжёлый. Для своих денег просто топ.",pos,5
Ichidagi chang ko‘rinib turadi qachon to‘ldigini bilish oson.,pos,5
xammaga tafsiya qilaman o'ylanmasdan olishlaringiz bo'ladi,pos,5
Yaxwi 1 iwlawi zorrr lekin zor tortarkan lekin ovozi rosa baland ekan Raxmat kotakon sifatli yetb keldi,pos,5
на самом деле пылесос на пол-ляма дешевле,pos,5
yaxshi rahmat,pos,5
tapsya qlaman,pos,5
"все работает хорошо, только хотел узнать про гарантийный талон , он пустой",pos,5
"juda zör tortyapti, bizga yoqdi. 
kafolat xatini yozib bering iloji bölsa",pos,5
"пылесос отличный то что я искала . Нет шума , мощный дома свежесть",pos,5
Тортиш кучи зур.2 ойдан бери фойдаланаман.шикоят йук.,pos,5
Changyutgich a’lo sifatli chiqti kutganimdan ham a’lo,pos,5
Kafolat qog’ozi bo’sh ekan iltimos to’ldirib berila,pos,5
Ассалому алайкум доставкага гап йук .Пылесос зур,pos,5
plisos yaxshi holatda keldi. yaxshi tortyapti,pos,5
хаммага тафсийа киламан узим маркетга зор,pos,5
Подскажите где оформить гарантийный талон,pos,5
Uzum marketga rahmat tezda va muammosiz yetib keldi,pos,5
узумга рахмат акуратний килиб олиб келишди,pos,5
"Я доволен покупкой, особенно за такую цену.",pos,5
Широкая насадка быстро собирает мусор.,pos,5
Животная шерсть убирается без проблем.,pos,5
"пока работает отлично,дальше посмотрю",pos,5
Рахмат яхши ишларкан,pos,5
Тафсия киламан.,pos,5
Tavsiya qilaman,pos,5
❤️❤️❤️,pos,5
"Подошла идеально. Спасибо. Думала, что нет таких запчастей. Оказывается, есть))",pos,5
"yahshi ekan pushaymon bolmadim olganimga, rahmat uzumdagilarga👍👍👍",pos,5
razmeri togri keldi tortiishi ham zor raxmat yoqti ishilarga omad,pos,5
juda ajoyip yahwi iwlayapdi plisosimga togri keldi asosiysi,pos,5
"насадка идеально подошла к пылесосу,жена довольна, спасибо",pos,5
Пришлось вернуть. Я заказывала серый цвет. Пришел черный.,pos,5
подошёл на мой пылеосос. спасибо узум маркету и продавцу.,pos,5
Zo‘r tushdi o‘zinikidanam yaxshikan samsunga oganidim,pos,5
zor chiqdi tortishiyam zor sifatiyam tavsiya qilaman,pos,5
artel uchun bemalol tushdi yahshi ekan,pos,5
Tok urarkan lkn tortishi yaxshi ekan,neg,1
подошло качество хорошее спасибо большое,pos,5
пули Караганда сифатли  йокди бизга,pos,5
хорошая веш все ок мне понравилось,pos,5
zōr samsung plisosga xarid qildim,pos,5
tushdi yaxshi ekan ishlatdim,pos,5
zõr ekan huddi uziniki dek,pos,5
К нашему пылесосу подошол,pos,5
Все отлично подошло 👍🏼👍🏼,pos,5
"Всё шикарно, подошло!!!",pos,5
очень хорошая щетка,pos,5
ikkilanib buyurtma qilgandim juda qulay ekan uzumga rahmat changyutgichim avalon mos keldi,pos,5
kattakon rahmat pilisosimga juddayam yahshi tushti judda ishlavoti. Uzumga omad.,pos,5
zor ozi pelisosim qopidan musir chiqib ketvotudi yaxshi tavsiya qilaman,pos,5
"такой мне и нужен был, хороший,пришел в целости и сохранности",pos,5
"samsung plisosimga zor tushdi razmer, tavsiya qilaman",pos,5
oganimga afsuslanmadim juda ham zor ishilaga rivoj,pos,5
спасибо большое цена шикарная классно работает,pos,5
midea pilesosiga judayam yahwi keldi uzum zor,pos,5
yaxshi holatda yetib keldi rahmat kottakon,pos,5
pilisósimga qolipdek tushti raxmat uzumga,pos,5
olinglar bollarim mazza qilib oʻynayapti,pos,5
очень понравилось малышу советую купить,pos,5
olinglar maslahat berman uzumga Raxmat,pos,5
Xuddi rasmdagidek.Tavsiya qilaman.,pos,5
juda xursad bo'ldi o'g'lim raxmat,pos,5
Hammasi kutilganidek ajoyib ekan,pos,5
Bolalarga juda yoqdi rahmat,pos,5
Не дорого и качественно 🫶,pos,5
все супер детям нравятся,pos,5
классно мне понравилось,pos,5
Insof bersin shunaqa brak narsa sotganlaringga halollab olinglar pulilarni,neg,1
Bolalik hotirlalarni eslatuvchi ajoyib o'yinchoq farzandlarimzga qo'shilib o'ynayapmz. Uzum market jamoasiga katta raxmat,pos,5
"boshqa rang belgilagandm qizil rangi kepti lekin mayli ichida batareykasi bòmasakan alohida oldik 
lekin yaxwi ishlirkan",pos,5
uzumga va doʻkonga raxmat juda zoʻr narx va sifat uygʻunligi,pos,5
yoshligim esga tushdi oglimga xam yoqdi mazza qilib oynavotti,pos,5
uzum market xodimlariga raxmat va uzum marketga raxmat,pos,5
"сыну взял , чтобы пиликал .За эти деньги все отлично",pos,5
Zo'r daxshat har kuni urush uyda bolalar talashadi,pos,5
Я заказывал чёрный тетриса мне отправили красные,pos,5
yaxshi ekan lekin man qora qiludim yashil kepti,pos,5
Juda yaxshi,pos,5
Raxmat,pos,5
qulay,pos,5
Zur,pos,5
zur,pos,5
"Orginal Rossiya da ishlab chiqarilgan foydali o'yinchoq, kichik qo'l matorikasini rivojlantiruvchi zor o'yinchoq",pos,5
Ovoziyam yaxshi ekan bolani zarbasi qattu bomasa ovozi baland chiqmasakan shunisi yaxshi motorikagayam yaxshide,pos,5
"спасибо продавцу товар был упакован аккуратно, ребенок играет нам очень все понравилось и за подарочек спасибо",pos,5
yaxshi qizimga juda yoqdi oldin xam olgandik 5 taligidan endi 4 taligidan oldik aka singil talashgani uchun,pos,5
Ёрқин рангли тахтали сифатли. Хавфсиз. Мазза қилиб ўйнаяпти рангларни рақам ва шаклларни ўрганади.,pos,5
tavsiya qilaman rang barang 8oylik qizim juda qiziqib òynayabdi. sovģasi bo raxmat Uzum Market zor,pos,5
qizimizga juda yoqti oynab otiribdi hammaga tavsiya qilaman uzumga va sotuvciga rahmat,pos,5
yaxshi maxsulot rasmdan buroz kattaroq deb o'ylagandim lekin yaxshi kichik bolsa xam,pos,5
Ассалому алейкум ойинчок яхши холатда болларимга ёкти совга учун хам рахмат.,pos,5
мне понравилась спасибо узум это помагает маторному развитию моей внучки,pos,5
Uylaganimdek chiqti,pos,5
очень круто👍👍👍👍👍👍👍,pos,5
yoqdi juda yaxshi,pos,5
Выглядит круто),pos,5
bollarga yoqdi,pos,5
Рекомендую,pos,5
Жуда зўр,pos,5
yaxshi,pos,5
Четко,pos,5
zoʻr,pos,5
яхши уралган келди,pos,5
tavsiya qilaman🫶🏻,pos,5
tavsiya beraman,pos,5
Хорошая,pos,5
gap yo,pos,5
👍👍👍,pos,5
игрушкани кеча олдим расимда 32та магнит деб езилган манда еса 19та магнит чикди одамларни шунака килиб алдайсилами,neg,1
"у кого маленькие детки, для тех магнитики опасны если проглотить. Игра конечно шумная, для любителей тишины не рекомендую, но так как у нас с сыном игры все шумные то играем с удовольствием",pos,5
"Игра очень понравилась, качество пластмассы на 5+, шарики тоже хорошо примагничиваются.
20 шариков маловато на 4х, заказали отдельно еще 10.",pos,5
"Sifati yaxshi, narxiga javob bera oladi. Farzandlarimiz bilan maza qilib, òynadik rosa qiziq òyin ekan. Bizaga ma'qul keldi, raxmat 👍",pos,5
"пластиковая качественный без запаха,твёрдый,20 магнитных шарика,всё как в описании.спасибо производителю и uzum .",pos,5
taxtachalarni ko'pida yoriq chiziqlari bor,neg,1
"Qizimga juda yoqdi.
Eng yaxshi tokoni xavfsiz oʻyinchoq.",pos,5
bizga juda yoqdi raxmat uzum va ishlab chiqaruvchilarga,pos,5
"zich ekan, man sal qimirlab turadi deb oʻylagandim",pos,5
qizimdan koʻra oʻzimga koʻproq yoqdi😅,pos,5
bizga yoqdi maslahat beraman,pos,5
Maza qilib o‘ynayabdi,pos,5
Kichginam uynayabdi,pos,5
маслахат бираман,pos,5
tavsiya qilaman,pos,5
Tavsiya qilaman,pos,5
"Яна 2та заказ қлдик совғага, оюумумий 3та оодик зор олила тавсия қламан",pos,5
bizga juda yoqdi sfati ham yaxshi ekan bolajonim juda xursand buldi❤️,pos,5
олилар фарзандилар хурсанд булади мазза килишади. сифатига Гап йук,pos,5
Juda sifatli. uzumga va magazinga va yuk tashuvchilarga raxmat. zor,pos,5
Болажонларимга роса ёкди маза килиб уйнашяпти. Узумга Рахмат🫰🫰🫰,pos,5
Arziydi. Iloji boricha tekshirib komment oqib harid qiling 👍👍👍,pos,5
qizaloğim  hursand biz hursand tavsiya qilaman  bizaga yoqti,pos,5
